CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
BURG - RESIDENTIAL,10/09/2014 10:59:00 AM,14-051412,ATTEMPTED BURGLARY,17X,2000 11TH AV,Oakland,CA,"2000 11TH AV
Oakland, CA
(37.79533840300047, -122.24319972599972)"
PETTY THEFT,10/10/2014 06:10:00 PM,14-912241,THEFT,14X,400 GRAND AV,Oakland,CA,"400 GRAND AV
Oakland, CA
(37.80879629600048, -122.25368206099972)"
FRAUD,08/26/2014 12:00:00 AM,14-051673,GET CREDIT/ETC OTHER'S ID,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.79908413700048, -122.27306541999968)"
FRAUD,09/18/2014 12:00:00 AM,14-051674,GET CREDIT/ETC OTHER'S ID,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.79908413700048, -122.27306541999968)"
GRAND THEFT,10/11/2014 11:00:00 PM,14-912208,GRAND THEFT,02Y,1100 CENTER ST,Oakland,CA,"1100 CENTER ST
Oakland, CA
(37.808740559000455, -122.29368547199971)"
STOLEN VEHICLE,10/13/2014 06:00:00 PM,14-052288,VEHICLE THEFT - AUTO,32Y,10600 MACARTHUR BLVD,Oakland,CA,"10600 MACARTHUR BLVD
Oakland, CA
(37.74276333200049, -122.15224082099968)"
VANDALISM,10/10/2014 06:00:00 PM,14-912242,VANDALISM,12Y,5100 TELEGRAPH AV,Oakland,CA,"5100 TELEGRAPH AV
Oakland, CA
(37.83735529800049, -122.26228488699968)"
STOLEN AND RECOVERED VEHICLE,10/08/2014 06:00:00 PM,14-051469,VEHICLE THEFT - AUTO,03X,100 13TH ST,Oakland,CA,"100 13TH ST
Oakland, CA
(37.799895467000454, -122.2621042289997)"
VANDALISM,09/29/2014 03:45:00 AM,14-049537,"VANDALISM [UNDER $1,000] (AMENDED)",32Y,2700 TALBOT AV,Oakland,CA,"2700 TALBOT AV
Oakland, CA
(37.74411488600049, -122.15163549299967)"
BURG - RESIDENTIAL,10/12/2014 05:00:00 PM,14-052413,BURGLARY-FORCIBLE ENTRY,16Y,1300 HAMPEL ST,Oakland,CA,"1300 HAMPEL ST
Oakland, CA
(37.80624312800046, -122.22463874799968)"
PETTY THEFT,10/09/2014 03:43:00 PM,14-912235,THEFT,06X,600 23RD ST,Oakland,CA,"600 23RD ST
Oakland, CA
(37.81311823100049, -122.27156160399971)"
BURG - RESIDENTIAL,10/11/2014 12:10:00 AM,14-912237,BURGLARY-FORCIBLE ENTRY,12Y,5700 AYALA AV,Oakland,CA,"5700 AYALA AV
Oakland, CA
(37.84296536400046, -122.25893741699969)"
STOLEN VEHICLE,10/13/2014 09:00:00 PM,14-052440,SC STOLEN VEHICLE - AUTO,10Y,800 41ST ST,Oakland,CA,"800 41ST ST
Oakland, CA
(37.83103622000044, -122.27089221999972)"
VANDALISM,10/06/2014 05:30:00 PM,14-912328,VANDALISM,32X,10300 E ST,Oakland,CA,"10300 E ST
Oakland, CA
(37.737576366000496, -122.1734936089997)"
STOLEN VEHICLE,10/10/2014 03:30:00 PM,14-052502,VEHICLE THEFT - AUTO,17Y,2100 11TH AV,Oakland,CA,"2100 11TH AV
Oakland, CA
(37.795974523000496, -122.2422714439997)"
BURG - COMMERCIAL,10/10/2014 12:15:00 AM,14-051573,BURGLARY-FORCIBLE ENTRY,04X,300 14TH ST,Oakland,CA,"300 14TH ST
Oakland, CA
(37.80297614400047, -122.2676855679997)"
NARCOTICS,10/10/2014 10:30:00 AM,14-051635,POSSESS CONTROLLED SUBSTANCE,31Y,9600 EDES AVE,Oakland,CA,"9600 EDES AVE
Oakland, CA
(37.73701690200045, -122.1853020909997)"
VANDALISM,10/14/2014 03:05:00 PM,14-912402,VANDALISM,04X,300 17TH ST,Oakland,CA,"300 17TH ST
Oakland, CA
(37.80539676200044, -122.26647919299973)"
BURG - RESIDENTIAL,10/14/2014 08:00:00 AM,14-912400,BURGLARY-FORCIBLE ENTRY,08X,3200 ELM ST,Oakland,CA,"3200 ELM ST
Oakland, CA
(37.821234984000455, -122.26545827099972)"
BURG - RESIDENTIAL,10/14/2014 10:35:00 PM,14-052513,BURGLARY-FORCIBLE ENTRY,04X,500 WILLIAM ST,Oakland,CA,"500 WILLIAM ST
Oakland, CA
(37.80900541300048, -122.26983341799968)"
BURG - AUTO,10/13/2014 12:30:00 PM,14-912330,BURGLARY-AUTO,04X,2200 BROADWAY,Oakland,CA,"2200 BROADWAY
Oakland, CA
(37.811173151000446, -122.26689286199968)"
BURG - AUTO,10/11/2014 09:40:00 PM,14-912266,BURGLARY-AUTO,22X,1700 LEIMERT BLVD,Oakland,CA,"1700 LEIMERT BLVD
Oakland, CA
(37.81189332600047, -122.2095841259997)"
FELONY ASSAULT,10/10/2014 12:39:00 AM,14-051574,BATTERY W/SERIOUS BODILY INJURY,02X,1000 7TH ST,Oakland,CA,"1000 7TH ST
Oakland, CA
(37.80328951200045, -122.28508083799971)"
BURG - COMMERCIAL,10/10/2014 05:00:00 PM,14-052145,BURGLARY-FORCIBLE ENTRY,02X,900 POPLAR CT,Oakland,CA,"900 POPLAR CT
Oakland, CA
(37.80647111100046, -122.2909423589997)"
PETTY THEFT,10/10/2014 02:20:00 PM,14-912344,THEFT,16Y,4000 LA CRESTA AV,Oakland,CA,"4000 LA CRESTA AV
Oakland, CA
(37.804433953000455, -122.21910533699969)"
VANDALISM,10/11/2014 09:45:00 PM,14-912249,VANDALISM,17Y,2600 9TH AV,Oakland,CA,"2600 9TH AV
Oakland, CA
(37.8004972600005, -122.23967250899972)"
STOLEN VEHICLE,10/14/2014 03:00:00 PM,14-052595,VEHICLE THEFT - AUTO,22X,4900 LINCOLN WY,Oakland,CA,"4900 LINCOLN WY
Oakland, CA
(37.810721498000476, -122.1992281529997)"
PETTY THEFT,10/15/2014 08:00:00 AM,14-912393,THEFT,31Z,00 CATRON DR,Oakland,CA,"00 CATRON DR
Oakland, CA
(37.72700359400045, -122.1745190639997)"
VANDALISM,10/11/2014 01:00:00 AM,14-912248,VANDALISM,02Y,300 CENTER ST,Oakland,CA,"300 CENTER ST
Oakland, CA
(37.80269971400048, -122.29580571199972)"
BURG - RESIDENTIAL,10/11/2014 11:00:00 PM,14-052491,BURGLARY-FORCIBLE ENTRY,27X,5100 FOOTHILL BLVD,Oakland,CA,"5100 FOOTHILL BLVD
Oakland, CA
(37.77267062900046, -122.20499465899968)"
MISDEMEANOR ASSAULT,10/15/2014 07:30:00 AM,14-052565,BRANDISHING FIREARM REPLICA,02Y,800 PERALTA ST,Oakland,CA,"800 PERALTA ST
Oakland, CA
(37.807061553000494, -122.29731603299967)"
STOLEN VEHICLE,10/14/2014 07:00:00 PM,14-052499,VEHICLE THEFT - AUTO,24X,4200 FOOTHILL BLVD,Oakland,CA,"4200 FOOTHILL BLVD
Oakland, CA
(37.775783119000494, -122.21300985899973)"
PETTY THEFT,10/11/2014 10:00:00 PM,14-912243,THEFT,02X,800 ADELINE ST,Oakland,CA,"800 ADELINE ST
Oakland, CA
(37.80493088200046, -122.28776221399971)"
VANDALISM,10/05/2014 06:50:00 PM,14-912411,VANDALISM,01X,300 WASHINGTON ST,Oakland,CA,"300 WASHINGTON ST
Oakland, CA
(37.797313062000455, -122.27705613299969)"
BURG - RESIDENTIAL,10/08/2014 06:00:00 AM,14-051368,BURGLARY-FORCIBLE ENTRY,32X,1400 TUCKER ST,Oakland,CA,"1400 TUCKER ST
Oakland, CA
(37.73846873500048, -122.1643980659997)"
BURG - AUTO,10/11/2014 07:00:00 PM,14-912348,BURGLARY-AUTO,13Z,9000 SKYLINE BLVD,Oakland,CA,"9000 SKYLINE BLVD
Oakland, CA
(37.827398196000445, -122.18911451499969)"
BURG - AUTO,10/13/2014 08:30:00 AM,14-912416,BURGLARY-AUTO,12Y,5600 COLLEGE AV,Oakland,CA,"5600 COLLEGE AV
Oakland, CA
(37.843532681000454, -122.2516447159997)"
MISDEMEANOR ASSAULT,10/15/2014 07:38:00 PM,14-052704,BATTERY,20X,1300 31ST AV,Oakland,CA,"1300 31ST AV
Oakland, CA
(37.77723944900049, -122.22694915899973)"
MISDEMEANOR ASSAULT,10/15/2014 08:00:00 AM,14-052585,BATTERY,27X,2000 46TH AV,Oakland,CA,"2000 46TH AV
Oakland, CA
(37.77493872800045, -122.20854592299969)"
PETTY THEFT,10/12/2014 08:10:00 AM,14-912256,THEFT,35X,8700 MACARTHUR BLVD,Oakland,CA,"8700 MACARTHUR BLVD
Oakland, CA
(37.757713297000464, -122.16209341899969)"
BURG - RESIDENTIAL,10/07/2014 11:00:00 AM,14-051150,ATTEMPTED BURGLARY,05X,1600 FILBERT ST,Oakland,CA,"1600 FILBERT ST
Oakland, CA
(37.81040033800048, -122.28233366999973)"
BURG - AUTO,10/14/2014 06:45:00 AM,14-912385,BURGLARY-AUTO,13Z,7000 SNAKE RD,Oakland,CA,"7000 SNAKE RD
Oakland, CA
(37.83707759800046, -122.2021380809997)"
THREATS,10/03/2014 06:00:00 AM,14-052514,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,22X,1600 LEIMERT BLVD,Oakland,CA,"1600 LEIMERT BLVD
Oakland, CA
(37.81137528800048, -122.21080737899968)"
BURG - AUTO,10/14/2014 01:30:00 PM,14-912410,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.74083786900047, -122.19820995199973)"
PETTY THEFT,10/14/2014 11:00:00 PM,14-912425,THEFT,12Y,5800 CHABOT RD,Oakland,CA,"5800 CHABOT RD
Oakland, CA
(37.845993955000495, -122.25491950099968)"
ROBBERY,10/15/2014 08:50:00 AM,14-052573,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14Y,400 ELWOOD AV,Oakland,CA,"400 ELWOOD AV
Oakland, CA
(37.815148518000456, -122.24809017699971)"
PETTY THEFT,10/10/2014 12:00:00 AM,14-912254,THEFT,12Y,5400 BRYANT AV,Oakland,CA,"5400 BRYANT AV
Oakland, CA
(37.840091379000455, -122.24990517399971)"
BURG - AUTO,10/13/2014 02:00:00 PM,14-912329,BURGLARY-AUTO,09X,100 41ST ST,Oakland,CA,"100 41ST ST
Oakland, CA
(37.82612639400048, -122.2512807819997)"
BURG - AUTO,10/14/2014 09:00:00 PM,14-912397,BURGLARY-AUTO,13Y,300 CALDECOTT LN,Oakland,CA,"300 CALDECOTT LN
Oakland, CA
(37.85664219100045, -122.22134431399968)"
BRANDISHING,10/15/2014 12:00:00 PM,14-052556,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,02Y,1700 9TH ST,Oakland,CA,"1700 9TH ST
Oakland, CA
(37.80901565500045, -122.2995640749997)"
DOMESTIC VIOLENCE,10/14/2014 11:40:00 PM,14-052526,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,1700 92ND AV,Oakland,CA,"1700 92ND AV
Oakland, CA
(37.750275057000465, -122.17034777799972)"
BURG - AUTO,10/15/2014 04:46:00 PM,14-052667,GRAND THEFT,13X,5200 GOLDEN GATE AV,Oakland,CA,"5200 GOLDEN GATE AV
Oakland, CA
(37.84518274800047, -122.23346516699968)"
VANDALISM,10/11/2014 03:00:00 AM,14-912274,VANDALISM,12X,600 42ND ST,Oakland,CA,"600 42ND ST
Oakland, CA
(37.8313110040005, -122.26674009399972)"
DISORDERLY CONDUCT,10/14/2014 03:24:00 PM,14-912388,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,17Y,2500 7TH AV,Oakland,CA,"2500 7TH AV
Oakland, CA
(37.764075936000495, -122.17420331299968)"
BURG - AUTO,09/20/2014 12:15:00 AM,14-912354,BURGLARY-AUTO,04X,400 17TH ST,Oakland,CA,"400 17TH ST
Oakland, CA
(37.80625593500048, -122.26858643599968)"
ROBBERY,10/14/2014 05:10:00 PM,14-052463,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",02Y,1600 7TH ST,Oakland,CA,"1600 7TH ST
Oakland, CA
(37.80617800900046, -122.29829369399971)"
BURG - AUTO,10/15/2014 06:30:00 AM,14-912421,BURGLARY-AUTO,31Y,500 HEGENBERGER RD,Oakland,CA,"500 HEGENBERGER RD
Oakland, CA
(37.74360164800049, -122.19602260699969)"
BURG - AUTO,10/12/2014 11:00:00 AM,14-912276,BURGLARY-AUTO,27Y,2500 62ND AV,Oakland,CA,"2500 62ND AV
Oakland, CA
(37.76907683900049, -122.18946182799971)"
STOLEN VEHICLE,10/08/2014 05:00:00 PM,14-051556,VEHICLE THEFT - AUTO,28X,3400 MORCOM AV,Oakland,CA,"3400 MORCOM AV
Oakland, CA
(37.782656674000464, -122.1912484289997)"
VANDALISM,10/14/2014 03:00:00 PM,14-052557,"VANDALISM [UNDER $1,000] (AMENDED)",34X,2100 89TH AV,Oakland,CA,"2100 89TH AV
Oakland, CA
(37.75387251300049, -122.16719636399972)"
DISORDERLY CONDUCT,09/13/2014 12:00:00 AM,14-051220,DISTURB THE PEACE,26X,1200 51ST AV,Oakland,CA,"1200 51ST AV
Oakland, CA
(37.76719214600047, -122.20982465299971)"
BURG - AUTO,10/12/2014 02:30:00 PM,14-912398,BURGLARY-AUTO,26X,700 INDEPENDENT RD,Oakland,CA,"700 INDEPENDENT RD
Oakland, CA
(37.75694446400047, -122.2055592049997)"
BURG - RESIDENTIAL,10/10/2014 10:00:00 PM,14-912403,BURGLARY-FORCIBLE ENTRY,12X,400 51ST ST,Oakland,CA,"400 51ST ST
Oakland, CA
(37.83676822300049, -122.25836314299971)"
STOLEN VEHICLE,10/01/2014 07:00:00 PM,14-051417,VEHICLE THEFT - AUTO,30Y,8000 GREENLY DR,Oakland,CA,"8000 GREENLY DR
Oakland, CA
(37.76867238800048, -122.1572278969997)"
BURG - AUTO,10/09/2014 10:15:00 PM,14-912325,BURGLARY-AUTO,04X,500 17TH ST,Oakland,CA,"500 17TH ST
Oakland, CA
(37.806857710000486, -122.27037362899972)"
VANDALISM,10/12/2014 05:30:00 PM,14-912338,VANDALISM,01X,100 WASHINGTON ST,Oakland,CA,"100 WASHINGTON ST
Oakland, CA
(37.79618311600046, -122.27776233599968)"
PETTY THEFT,10/10/2014 12:00:00 AM,14-052838,THEFT,29X,6400 SUNNYMERE AV,Oakland,CA,"6400 SUNNYMERE AV
Oakland, CA
(37.77861542800048, -122.17074646699967)"
NARCOTICS,10/15/2014 07:30:00 PM,14-052710,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,600 23RD ST,Oakland,CA,"600 23RD ST
Oakland, CA
(37.81311823100049, -122.27156160399971)"
BURG - AUTO,10/12/2014 02:00:00 PM,14-912341,BURGLARY-AUTO,26X,700 INDEPENDENT RD,Oakland,CA,"700 INDEPENDENT RD
Oakland, CA
(37.75694446400047, -122.2055592049997)"
BURG - AUTO,10/13/2014 02:00:00 AM,14-912343,BURGLARY-AUTO,24Y,4200 PORTER ST,Oakland,CA,"4200 PORTER ST
Oakland, CA
(37.78715153200045, -122.19817653599972)"
DISORDERLY CONDUCT,10/01/2014 12:00:00 AM,14-051221,DISTURB THE PEACE,24X,1900 40TH AV,Oakland,CA,"1900 40TH AV
Oakland, CA
(37.77786305300049, -122.2152359969997)"
BURG - COMMERCIAL,10/15/2014 11:19:00 AM,14-052601,BURGLARY-NO FORCE,01X,500 2ND ST,Oakland,CA,"500 2ND ST
Oakland, CA
(37.79659679300045, -122.27765153199971)"
RECOVERED O/S STOLEN,10/15/2014 07:50:00 AM,14-052564,VEHICLE THEFT - AUTO,33X,8700 G ST,Oakland,CA,"8700 G ST
Oakland, CA
(37.74791461500047, -122.18451718299968)"
GRAND THEFT,10/06/2014 06:00:00 AM,14-051255,GRAND THEFT:FIREARM/ANIMAL/ETC,02Y,1600 10TH ST,Oakland,CA,"1600 10TH ST
Oakland, CA
(37.80849116200045, -122.29636955599972)"
STOLEN VEHICLE,10/09/2014 11:00:00 PM,14-051557,VEHICLE THEFT - AUTO,26Y,800 70TH AV,Oakland,CA,"800 70TH AV
Oakland, CA
(37.75507714800045, -122.19757686099967)"
VANDALISM,10/14/2014 09:00:00 PM,14-052570,"VANDALISM [$400 TO $5,000]",01X,100 EMBARCADERO,Oakland,CA,"100 EMBARCADERO
Oakland, CA
(37.790943567000454, -122.26351585299972)"
VANDALISM,10/01/2014 11:20:00 PM,14-912406,VANDALISM,21Y,3000 FOOTHILL BLVD,Oakland,CA,"3000 FOOTHILL BLVD
Oakland, CA
(37.78405046800049, -122.22354125799973)"
BURG - AUTO,10/08/2014 02:35:00 AM,14-912315,BURGLARY-AUTO,12Y,400 66TH ST,Oakland,CA,"400 66TH ST
Oakland, CA
(37.85213156000049, -122.25822618299969)"
NARCOTICS,10/09/2014 05:20:00 PM,14-051519,POSSESS NARCOTIC CONTROLLED SUBSTANCE,23X,4200 INTERNATIONAL BLVD,Oakland,CA,"4200 INTERNATIONAL BLVD
Oakland, CA
(37.77286947500045, -122.21586082299973)"
BURG - RESIDENTIAL,10/13/2014 08:30:00 AM,14-052166,BURGLARY-FORCIBLE ENTRY,27X,4700 YGNACIO AV,Oakland,CA,"4700 YGNACIO AV
Oakland, CA
(37.77418210000047, -122.2078404019997)"
BURG - COMMERCIAL,10/10/2014 04:32:00 AM,14-051590,BURGLARY-FORCIBLE ENTRY,08X,300 23RD ST,Oakland,CA,"300 23RD ST
Oakland, CA
(37.81184615800049, -122.26430972699973)"
BURG - AUTO,10/13/2014 01:30:00 PM,14-912327,BURGLARY-AUTO,31X,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.74563251400048, -122.19590538799969)"
DISORDERLY CONDUCT,10/14/2014 10:30:00 PM,14-052520,DISTURB THE PEACE,14Y,500 LAKE PARK AV,Oakland,CA,"500 LAKE PARK AV
Oakland, CA
(37.81029626400044, -122.24693764499972)"
STOLEN VEHICLE,10/09/2014 05:30:00 PM,14-051571,VEHICLE THEFT - AUTO,17Y,2300 PARK BLVD,Oakland,CA,"2300 PARK BLVD
Oakland, CA
(37.80166378600046, -122.24498897299969)"
BURG - AUTO,10/12/2014 12:35:00 PM,14-912418,BURGLARY-AUTO,31X,6600 OAKPORT ST,Oakland,CA,"6600 OAKPORT ST
Oakland, CA
(37.765032723000445, -122.21839862599973)"
GRAND THEFT,10/14/2014 09:00:00 AM,14-912392,GRAND THEFT,35Y,11400 GOLF LINKS RD,Oakland,CA,"11400 GOLF LINKS RD
Oakland, CA
(37.746778760000495, -122.12097614599969)"
VANDALISM,10/14/2014 01:30:00 AM,14-912405,VANDALISM,08X,3400 TELEGRAPH AV,Oakland,CA,"3400 TELEGRAPH AV
Oakland, CA
(37.82271183400047, -122.26614519299972)"
VANDALISM,10/16/2014 08:33:00 AM,14-052777,VANDALISM,02X,800 KIRKHAM WY,Oakland,CA,"800 KIRKHAM WY
Oakland, CA
(37.80587034500047, -122.29192618099972)"
STOLEN VEHICLE,10/15/2014 05:10:00 PM,14-052674,VEHICLE THEFT - AUTO,29X,2800 69TH AV,Oakland,CA,"2800 69TH AV
Oakland, CA
(37.769774596000445, -122.17585464899969)"
GRAND THEFT,10/13/2014 04:15:00 PM,14-912401,GRAND THEFT,12X,5000 TELEGRAPH AV,Oakland,CA,"5000 TELEGRAPH AV
Oakland, CA
(37.83650376200046, -122.26244505399973)"
DOMESTIC VIOLENCE,10/15/2014 08:19:00 AM,14-052566,INFLICT CRPL INJ SP/COHAB,30X,1400 73RD AV,Oakland,CA,"1400 73RD AV
Oakland, CA
(37.75919017500047, -122.18683117099971)"
FELONY ASSAULT,10/16/2014 01:20:00 AM,14-052742,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,07X,1100 30TH ST,Oakland,CA,"1100 30TH ST
Oakland, CA
(37.821824362000484, -122.2806154809997)"
NARCOTICS,10/15/2014 03:35:00 PM,14-052653,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",06X,700 24TH ST,Oakland,CA,"700 24TH ST
Oakland, CA
(37.80070351800049, -122.24271914199971)"
GRAND THEFT,10/13/2014 06:00:00 PM,14-912349,GRAND THEFT,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.80514786900045, -122.29404292599969)"
MISDEMEANOR ASSAULT,10/08/2014 06:30:00 PM,14-051304,BATTERY,07X,2500 LINDEN STREET,Oakland,CA,"2500 LINDEN STREET
Oakland, CA
(37.81777503000046, -122.28074899599972)"
BURG - RESIDENTIAL,10/13/2014 08:05:00 AM,14-912346,BURGLARY-FORCIBLE ENTRY,15X,600 BEACON ST,Oakland,CA,"600 BEACON ST
Oakland, CA
(37.80826773600046, -122.2471229789997)"
BURG - AUTO,10/14/2014 09:15:00 PM,14-912414,BURGLARY-AUTO,20X,2900 GLASCOCK ST,Oakland,CA,"2900 GLASCOCK ST
Oakland, CA
(37.77217354400045, -122.23385239699968)"
ROBBERY,10/12/2014 10:00:00 AM,14-051972,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31X,7000 COLISEUM WY,Oakland,CA,"7000 COLISEUM WY
Oakland, CA
(37.74690486200046, -122.2008642019997)"
,10/10/2014 02:20:00 AM,14-051580,RECEIVE/ETC KNOWN STOLEN PROPERTY,28X,3100 HIGH ST,Oakland,CA,"3100 HIGH ST
Oakland, CA
(37.78466490700049, -122.19994643999968)"
PETTY THEFT,10/13/2014 02:00:00 AM,14-912320,THEFT,08X,400 24TH ST,Oakland,CA,"400 24TH ST
Oakland, CA
(37.813330005000466, -122.26502247199971)"
VANDALISM,10/10/2014 10:20:00 AM,14-912268,VANDALISM,12X,4700 SHATTUCK AV,Oakland,CA,"4700 SHATTUCK AV
Oakland, CA
(37.834535223000444, -122.2637147269997)"
FELONY ASSAULT,10/05/2014 10:30:00 PM,14-051564,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,21Y,3100 CUTHBERT AV,Oakland,CA,"3100 CUTHBERT AV
Oakland, CA
(37.793249252000464, -122.2151429969997)"
PETTY THEFT,10/09/2014 06:00:00 PM,14-051578,THEFT,,6400 ESSEX ST,Oakland,CA,"6400 ESSEX ST
Oakland, CA
(37.84741377600045, -122.28221335999973)"
OTHER,10/11/2014 12:00:00 AM,14-912244,ATTEMPT VEHICLE THEFT-AUTO,29X,6300 MAJESTIC AV,Oakland,CA,"6300 MAJESTIC AV
Oakland, CA
(37.77609308300049, -122.17800814699973)"
BURG - COMMERCIAL,10/15/2014 11:00:00 AM,14-052610,BURGLARY-NO FORCE,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811502471000495, -122.2478384579997)"
VANDALISM,10/13/2014 10:30:00 PM,14-052452,VANDALISM,21X,2400 26TH AV,Oakland,CA,"2400 26TH AV
Oakland, CA
(37.78871987400049, -122.22505269999971)"
VANDALISM,10/11/2014 03:40:00 PM,14-912390,VANDALISM,27Y,6300 BANCROFT AV,Oakland,CA,"6300 BANCROFT AV
Oakland, CA
(37.77022379900046, -122.18637475299971)"
PETTY THEFT,10/12/2014 07:00:00 PM,14-912339,THEFT,25X,4700 MACARTHUR BLVD,Oakland,CA,"4700 MACARTHUR BLVD
Oakland, CA
(37.78526755100046, -122.19034447599972)"
STOLEN VEHICLE,10/13/2014 09:00:00 PM,14-052290,VEHICLE THEFT - AUTO,03X,300 13TH ST,Oakland,CA,"300 13TH ST
Oakland, CA
(37.80236741300047, -122.2682997979997)"
BURG - AUTO,10/15/2014 02:10:00 AM,14-912408,BURGLARY-AUTO,13Y,300 CALDECOTT LN,Oakland,CA,"300 CALDECOTT LN
Oakland, CA
(37.85664219100045, -122.22134431399968)"
DOMESTIC VIOLENCE,10/13/2014 03:45:00 PM,14-052587,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,2100 SAN PABLO AV,Oakland,CA,"2100 SAN PABLO AV
Oakland, CA
(37.811013467000464, -122.2733157729997)"
STOLEN VEHICLE,10/11/2014 05:00:00 PM,14-051913,VEHICLE THEFT - AUTO,20X,2600 E 10TH ST,Oakland,CA,"2600 E 10TH ST
Oakland, CA
(37.778615485000444, -122.23546770699971)"
PETTY THEFT,10/13/2014 04:12:00 PM,14-912342,THEFT,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.80514786900045, -122.29404292599969)"
STOLEN VEHICLE,10/14/2014 06:45:00 PM,14-052522,VEHICLE THEFT - AUTO,32X,10900 INTERNATIONAL BLVD,Oakland,CA,"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73669481900049, -122.16473443499973)"
NARCOTICS,10/15/2014 05:00:00 PM,14-052677,POSSESS NARCOTIC CONTROLLED SUBSTANCE,08X,400 W MACARTHUR BLVD,Oakland,CA,"400 W MACARTHUR BLVD
Oakland, CA
(37.82536234100047, -122.26168869299971)"
BURG - RESIDENTIAL,10/15/2014 03:10:00 AM,14-052545,BURGLARY-FORCIBLE ENTRY,12X,400 45TH ST,Oakland,CA,"400 45TH ST
Oakland, CA
(37.83343042100046, -122.2589860279997)"
BURG - AUTO,10/11/2014 10:40:00 PM,14-912334,BURGLARY-AUTO,08X,400 W MACARTHUR BLVD,Oakland,CA,"400 W MACARTHUR BLVD
Oakland, CA
(37.82536234100047, -122.26168869299971)"
STOLEN VEHICLE,10/14/2014 10:00:00 PM,14-052620,VEHICLE THEFT - AUTO,30Y,7700 NEY AV,Oakland,CA,"7700 NEY AV
Oakland, CA
(37.767774760000464, -122.16780238699971)"
MISDEMEANOR ASSAULT,10/15/2014 02:30:00 PM,14-052645,BATTERY,27X,1400 44TH AV,Oakland,CA,"1400 44TH AV
Oakland, CA
(37.772016360000464, -122.21389056599969)"
DOMESTIC VIOLENCE,10/15/2014 09:45:00 AM,14-052582,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,200 E 18TH ST,Oakland,CA,"200 E 18TH ST
Oakland, CA
(37.800277174000485, -122.25349988999972)"
BURG - AUTO,10/07/2014 08:45:00 AM,14-912251,BURGLARY-AUTO,13Y,00 NORTH HILL CT,Oakland,CA,"00 NORTH HILL CT
Oakland, CA
(37.85391387700048, -122.2328607979997)"
MISDEMEANOR ASSAULT,10/09/2014 12:22:00 PM,14-051419,BATTERY,21Y,2600 FRUITVALE AV,Oakland,CA,"2600 FRUITVALE AV
Oakland, CA
(37.78930745100047, -122.2205089099997)"
RECOVERED O/S STOLEN,10/15/2014 10:10:00 AM,14-052592,VEHICLE THEFT - AUTO,25X,5000 MOUNTAIN BLVD,Oakland,CA,"5000 MOUNTAIN BLVD
Oakland, CA
(37.78740157700048, -122.17705751399973)"
DISORDERLY CONDUCT,10/14/2014 05:00:00 PM,14-052648,DISTURB THE PEACE,17Y,1100 E 28TH ST,Oakland,CA,"1100 E 28TH ST
Oakland, CA
(37.82009757300045, -122.28130329799973)"
ROBBERY,10/09/2014 02:00:00 PM,14-051443,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",34X,8800 INTERNATIONAL BLVD,Oakland,CA,"8800 INTERNATIONAL BLVD
Oakland, CA
(37.75099505100047, -122.17527310799971)"
ROBBERY,10/10/2014 02:45:00 AM,14-051582,ATTEMPTED ROBBERY-FIREARM,20X,1500 27TH AV,Oakland,CA,"1500 27TH AV
Oakland, CA
(37.78162979700045, -122.23059713699968)"
BURG - AUTO,10/11/2014 01:30:00 PM,14-051827,BURGLARY-AUTO,11X,6000 TELEGRAPH AV,Oakland,CA,"6000 TELEGRAPH AV
Oakland, CA
(37.846685324000475, -122.26097474299968)"
